,originalSkill,esco_label,esco_prob,esco_uri
971,clinical assessment,use clinical assessment techniques,0.89093416929245,http://data.europa.eu/esco/skill/0f551181-e1af-47e2-b2d8-ff9f4e011ecd
972,Storytelling for leaders,summarise stories,0.5482582449913025,http://data.europa.eu/esco/skill/2c474763-2cdd-48d6-8e65-c0a60ad5cf9f
973,Big Data Visualisation,analyse big data,0.7706460952758789,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5
974,Identificar os aspectos culturais na negociaÃ§Ã£o,venereology,0.38749560713768005,http://data.europa.eu/esco/skill/ef250dbf-2f98-4895-8e4b-fdc804e71555
975,Integrating version controls,manage project changes,0.5379241704940796,http://data.europa.eu/esco/skill/4df7a57a-9405-4995-8e02-4ca404832247
976,PSoc Programming,computer programming,0.5646106004714966,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97
977,Competitive Lifecycle,develop competitive strategies in sport,0.6051703691482544,http://data.europa.eu/esco/skill/50558ad6-028f-4a08-95a4-2419b285cb65
978,W-Fi Standards,optical equipment standards,0.569764256477356,http://data.europa.eu/esco/skill/08deb446-76f3-4fa2-bd01-dd368c66880d
979,viral genome annotation,conduct genome research,0.4302954077720642,http://data.europa.eu/esco/skill/7abd0821-f3ba-4946-a79a-310edb85471f
980,mentor texts,provide mentorship,0.7598898410797119,http://data.europa.eu/esco/skill/28722c99-68b7-4b7b-808f-53f343299935
981,Public-Key Cryptography,instruct public,0.4816509485244751,http://data.europa.eu/esco/skill/ceb13e3a-835e-47e3-a1c9-34dfa21de0fd
982,Expectationâ\x80\x93Maximization (EM) Algorithm,algorithms,0.3700863718986511,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
983,system debugging,debug software,0.8345953822135925,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1
984,Payment Processing,process payments,0.8451471328735352,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23
985,Test Preparation,prepare samples for testing,0.7984509468078613,http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1
986,Reports and Dashboards,develop reporting software,0.6277648210525513,http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83
987,Publicidad en internet,internet governance,0.5401376485824585,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3
988,Understand Operational Risk Key Risk Indicators (KRIs),key risk indicators,0.7514833211898804,http://data.europa.eu/esco/skill/96a893b6-4520-4daa-89c1-b79487505da2
989,Footprinting,evaluate vehicle ecological footprint,0.5084835290908813,http://data.europa.eu/esco/skill/b55376e1-41c3-45f8-9b35-d3e7b1288a33
990,Q-learning using financial problems,financial management,0.5294363498687744,http://data.europa.eu/esco/skill/52e53619-fa77-4f72-b237-5e4aae784dc2
991,Programming Principles,computer programming,0.7077957987785339,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97
992,Fehlerbehebung,floriculture,0.3955618143081665,http://data.europa.eu/esco/skill/f4b5e3fb-ea82-4307-887a-d1901c7d3a4d
993,Identificar pessoas que possuam perfil de lideranÃ§a,topography,0.33873477578163147,http://data.europa.eu/esco/skill/790a335b-2005-4b8a-b6fe-47ff7701ebb7
994,ParticipaÃ§Ã£o feminina no mundo corporativo,gender studies,0.4119608998298645,http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a
995,improved symptom management,provide health psychological diagnosis,0.5427772402763367,http://data.europa.eu/esco/skill/cc8432ff-580c-4141-8008-73ef890d3827
996,Use hybrid transactional and analytical processing to perform operational analytics with Azure Synapse Analytics,online analytical processing,0.44916391372680664,http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a
997,Describe how Microsoft Azure adheres to common regulatory and compliance standards,ensure ongoing compliance with regulations,0.5538520216941833,http://data.europa.eu/esco/skill/1c7c161d-1c78-4098-b28d-147857d44699
998,Bestimmung der StichprobengrÃ¶Ã\x9fe,immunology,0.41752758622169495,http://data.europa.eu/esco/skill/8ba9a58f-a491-4a23-9325-85f3b171aa53
999,Algorithm Design,algorithms,0.7422587871551514,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
1000,Data Integrity (Integritas data),use software for data preservation,0.5963747501373291,http://data.europa.eu/esco/skill/3c4c3fa1-d638-42df-8e98-2a38021da6f9
1001,Conservation Science,examine conservation issues,0.8397537469863892,http://data.europa.eu/esco/skill/b55f1863-706b-4587-a756-5100c3c7ce5c
1002,Anatomy,human anatomy,0.9149951934814453,http://data.europa.eu/esco/skill/9ec4252d-cbe8-4134-88fa-549dee1883f3
1003,Music production,music and video industry,0.7288429737091064,http://data.europa.eu/esco/skill/23df3447-f59e-45a4-86da-78e38d07c808
1004,Data Scraping,inspect data,0.5478907823562622,http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696
1005,File System Permissions,manage system security,0.46574199199676514,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13
1006,Statistical Analysis,apply statistical analysis techniques,0.7644475102424622,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c
1007,Analysis of Algorithms,algorithms,0.8107507228851318,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
1008,procesos de seguridad,design process,0.41097602248191833,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3
1009,High-Dynamic-Range (HDR) Imaging,develop new imaging techniques,0.5914193391799927,http://data.europa.eu/esco/skill/cccaef32-ecec-4417-8f67-75e62056ae77
1010,Writing Tests,test procedures,0.6759841442108154,http://data.europa.eu/esco/skill/d512d178-37a6-4eab-a660-412d2bb0824a
1011,Emprendimiento,social entreprise,0.4439115822315216,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff
1012,Machine Translation,machine translation,1.0000001192092896,http://data.europa.eu/esco/skill/32a2c63d-2d13-4784-abb8-678ef2cd8a46
1013,want,plan ,0.41254758834838867,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a
1014,Natural Language,natural language processing,0.7674412131309509,http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a
1015,LideranÃ§a,Teradata Database,0.3434015214443207,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6
1016,robo advising,advise supervisors,0.46815308928489685,http://data.europa.eu/esco/skill/7e30aa6e-d65e-4e00-a76b-001444a7d07e
1017,Computer Display Standard,monitor exhibition designs,0.50765061378479,http://data.europa.eu/esco/skill/943ddd65-d55f-46cf-9bea-f05d5a5e8f59
1018,Osciladores,Occitan,0.5028678178787231,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac
1019,Behavioral Economics,economics,0.7666192054748535,http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa
1020,hyperparameter tuning,tuning techniques,0.6221600770950317,http://data.europa.eu/esco/skill/97b890ff-acd7-46ad-8d3a-4186f4d42bbf
1021,Dividend Policy,calculate dividends,0.6646326780319214,http://data.europa.eu/esco/skill/96a6b597-fc62-487e-87f2-de5b67950a3a
1022,Amostragem,MOEM,0.5503439903259277,http://data.europa.eu/esco/skill/6310b25d-2a2f-45d3-a632-c5fa0c2bf48c
1023,integrative medicine,applied therapeutics related to medicines,0.5518903136253357,http://data.europa.eu/esco/skill/3d7dc568-4b88-4eab-97d8-2fde5cea3df0
1024,Python Syntax And Semantics,Python (computer programming),0.6047986745834351,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d
1025,intermediate Level of Korean reading,understand written Korean,0.7092283368110657,http://data.europa.eu/esco/skill/02d68c2b-1722-4440-8e25-376650e123c8
1026,Rapid Prototyping,Prototyping development,0.8579533696174622,http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c
1027,Discovery-Driven Planning,urban planning,0.5947669148445129,http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842
1028,Biopython,bioeconomy,0.5082112550735474,http://data.europa.eu/esco/skill/609d6bb4-db16-4578-87fc-57b11a701cc2
1029,Network Monitoring,network management system tools,0.6427794694900513,http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae
1030,Creating RPA bots,follow up online user requests,0.3335084319114685,http://data.europa.eu/esco/skill/f8e7c608-a92d-4b61-b84f-e2453b0aa4a4
1031,Management,personnel management,0.7940277457237244,http://data.europa.eu/esco/skill/88b406d0-72e2-4087-be19-d5992d259473
1032,Maximization (Psychology),psychology,0.5079299807548523,http://data.europa.eu/esco/skill/bfe4f330-d595-48c7-ab3c-f309471d6953
1033,Ù\x85Ø§Ù\x8aÙ\x83Ø±Ù\x88Ø³Ù\x88Ù\x81Øª Ù\x88Ù\x88Ø±Ø¯,Danish,0.4588172137737274,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
1034,Strategisches Denken,deinking processes,0.3931858241558075,http://data.europa.eu/esco/skill/d7f7eabf-6ab3-4d9b-9c8f-17b018902297
1035,Datenanalyse,set up dates,0.5446851253509521,http://data.europa.eu/esco/skill/3506d31c-3bb0-4a6d-90bb-aff03bca01b5
1036,ingestion,post-process of food,0.45914340019226074,http://data.europa.eu/esco/skill/561a6713-1a87-4a60-8de8-9818eb16f453
1037,ClarificaciÃ³n de actitudes,psychosociology,0.46814656257629395,http://data.europa.eu/esco/skill/ab10ec2c-8605-4cfe-a58b-fec1114a5584
1038,neurodiversity,neuroanatomy,0.6977460384368896,http://data.europa.eu/esco/skill/3446d034-aa08-4706-ba05-e9cb0d01b5b1
1039,Software Testing,levels of software testing,0.8322034478187561,http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d
1040,Meta advertising,advertising techniques,0.6711894869804382,http://data.europa.eu/esco/skill/aba1f05b-f312-47d8-be71-7c574134de8f
1041,Marketplaces,market participants,0.6246651411056519,http://data.europa.eu/esco/skill/791e2eea-3380-4aed-b996-4bcabbe88591
1042,Blockchain,blockchain platforms,0.7084996700286865,http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc
1043,diseÃ±o de acciones ambientales participativas,perform environmental investigations,0.46144604682922363,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24
1044,IdentificaciÃ³n de Arquitecturas de Ciberseguridad,ethnolinguistics,0.3823973536491394,http://data.europa.eu/esco/skill/7af90d6c-6f13-41f3-aca2-ef7d3e137f7c
1045,Ù\x85Ø¨Ø§Ø¯Ø¦ Ù\x85Ù\x87Ù\x85Ø© Ù\x81Ù\x8a Ø¨Ø±Ù\x86Ø§Ù\x85Ø¬ Ø§Ù\x84Ù\x88Ù\x88Ø±Ø¯,Estonian,0.3759206235408783,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418
1046,Mercadotecnia,provide a psychotherapeutic environment,0.41230708360671997,http://data.europa.eu/esco/skill/402ebc59-b960-400c-9a6d-ab96e601b71a
1047,Material UI,design component interfaces,0.5240921974182129,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d
1048,Bond Market,monitor bond market,0.7846529483795166,http://data.europa.eu/esco/skill/f298831b-9eb5-4d26-b4e4-7efd04f3cf57
1049,Regional Development,macro-regional strategy,0.64934903383255,http://data.europa.eu/esco/skill/2c6a9858-76a4-4c64-8854-1bc52abd65ba
1050,statistical Methods for Process and Product improvement,analyse production processes for improvement,0.691253662109375,http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81
1051,design of experiments,perform chemical experiments,0.6469836235046387,http://data.europa.eu/esco/skill/50f8b1de-747c-4967-9732-3db89c365261
1052,Scheduling (Computing),assist in planning production scheduling,0.6075557470321655,http://data.europa.eu/esco/skill/d63f83f4-648e-4adb-8e4c-b7aa7b3d76c0
1053,Sales Operations,sales activities,0.810235857963562,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d
1054,Ø§Ù\x84ØªØ¯Ø±Ù\x8aØ¨,Danish,0.538311779499054,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
1055,HÃ¡bitos do consumidor brasileiro,Portuguese,0.5073272585868835,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7
1056,Aurally identify musical intervals,identify characteristics of music,0.5894744396209717,http://data.europa.eu/esco/skill/b3c0fdc1-14e3-4ccd-aeab-6816e409c3a0
1057,Estimate and manage your cloud spend in Microsoft Azure,keep track of expenses,0.5252435207366943,http://data.europa.eu/esco/skill/e2161b42-46f4-4b62-8136-c190edce56fc
1058,Estrategia,rhetoric,0.41436967253685,http://data.europa.eu/esco/skill/aa56a80c-b4d5-495c-9c15-70b5a7933911
1059,Ø§Ù\x84ØªØ¹Ø§Ù\x85Ù\x84 Ù\x85Ø¹ Ø§Ù\x84Ø¹Ù\x85Ù\x84Ø§Ø¡,Danish,0.42164358496665955,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
1060,Viral Marketing,network marketing,0.6673640608787537,http://data.europa.eu/esco/skill/4e8ad2b8-d80c-4701-91aa-cd874142ef2d
1061,social epidemiology,epidemiology,0.8129099011421204,http://data.europa.eu/esco/skill/9fa6b84e-d625-4d1d-a5d0-e7f6b357deb8
1062,EvaluaciÃ³n,agronomy,0.37719982862472534,http://data.europa.eu/esco/skill/afdcb380-ef9f-4785-b877-cc551f035034
1063,Ad Management,marketing management,0.6509397625923157,http://data.europa.eu/esco/skill/5bbaa0e6-0fd7-4df2-9db7-34f78b40dc34
1064,entrevista de trabajo,supervise work,0.4543730616569519,http://data.europa.eu/esco/skill/b1fd9eda-3d2e-48ef-9c1d-0ba318e3c7e6
1065,Digital Media Channels,channel marketing,0.6707531213760376,http://data.europa.eu/esco/skill/9af252ce-bf4d-411b-8daa-beb91df4257d
1066,Centrality,sociology,0.49839264154434204,http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0
1067,SAS Studio,SAS language,0.7188430428504944,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93
1068,Diversity (Business),respect the diversity of cultural values and norms,0.5402185916900635,http://data.europa.eu/esco/skill/5ca953f7-541d-4f67-bc55-7721348366cf
1069,Sales Management,manage sales teams,0.7523230314254761,http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265
1070,Studi kasus,Croatian,0.4539708197116852,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec
1071,User Interface Automation,automation technology,0.6771963834762573,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694
1072,Training Employees,train employees,0.8699508905410767,http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e
1073,Statistical process control (SPC),statistical process control,0.8462013006210327,http://data.europa.eu/esco/skill/0c77bcd5-b94a-475d-98e9-5a4327e4d726
1074,Service costing,cost management,0.6948151588439941,http://data.europa.eu/esco/skill/7d35602d-bc94-4975-aa7c-f4e8e05ce8e0
1075,Dashboard,web analytics,0.4109300971031189,http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2
1076,Financial Ratio,financial analysis,0.6253792643547058,http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1
1077,Ù\x85Ø\xadÙ\x81Ø¸Ø© Ø§Ù\x84Ù\x88Ø¸Ø§Ø¦Ù\x81,understand written Danish,0.437558114528656,http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22
1078,Melodic Hooks,musical theory,0.5453265309333801,http://data.europa.eu/esco/skill/d11e4683-d2fe-45fd-bb1a-e995f7877851
1079,Inventory costing methods,carry out inventory planning,0.6833916902542114,http://data.europa.eu/esco/skill/05281013-f5ae-4bf2-ad23-d5d6f7573b46
1080,reflexiÃ³n pedagÃ³gica,reflexology,0.7200800180435181,http://data.europa.eu/esco/skill/21d61f14-8fe3-4066-aed7-a0c4e0620d8e
1081,Long-Term Liabilities and Note Payable,liaise with financiers,0.5596248507499695,http://data.europa.eu/esco/skill/401d8d12-b56d-4c71-ac58-f791e8c085b4
1082,Self-Assessment,assessment processes,0.6927448511123657,http://data.europa.eu/esco/skill/31b67516-af16-4b97-8430-a8a8e0f84190
1083,Frakturlokalisierung,Swedish,0.4122845530509949,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398
1084,Probability And Statistics,statistics,0.8112204074859619,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833
1085,Perfectionnement professionnel,identify the dietetic professional quality of care,0.4868009090423584,http://data.europa.eu/esco/skill/06b61b85-5838-4b6a-9ee2-abc6568e1b38
1086,Goals of Care/ACP,develop plans related to the transfer of care,0.5710102319717407,http://data.europa.eu/esco/skill/b63bfc0b-5b35-4019-b909-68ade8d9be66
1087,Psychiatric Disorders,psychiatric disorders,1.0,http://data.europa.eu/esco/skill/4b9b1bc5-a1a9-4172-a669-509f94a479dc
1088,Ù\x85Ù\x87Ø§Ø±Ø© ØªØ³Ø¬Ù\x8aÙ\x84 Ø§Ù\x84ØªÙ\x82Ø§Ø±Ù\x8aØ± Ù\x88Ø§Ù\x84Ù\x82Ù\x88Ø§Ø¦Ù\x85 Ø§Ù\x84Ù\x85Ø§Ù\x84Ù\x8aØ©,write Danish,0.38719630241394043,http://data.europa.eu/esco/skill/42b7c03a-3ed5-4dc1-adc0-ff1fb8d4d697
1089,Jenkins (Software),Jenkins (tools for software configuration management),0.7932292222976685,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da
1090,Managing Scarce Resources,mitigate waste of resources,0.7565354704856873,http://data.europa.eu/esco/skill/d2c81ad1-2439-43cf-9c63-204187b8f771
1091,Wireframe,create website wireframe,0.639207124710083,http://data.europa.eu/esco/skill/f0f5bb34-71df-4715-9c9e-03567b76ec8f
1092,Vulnerability Management,advice on security risk management,0.6454513072967529,http://data.europa.eu/esco/skill/e71c6cee-7247-49f4-829a-141c880ae938
1093,AgrÃ©gation des donnÃ©es,write French,0.3891933858394623,http://data.europa.eu/esco/skill/5dfc81aa-c395-4e88-a0e0-a2fbb681ecc0
1094,CreaciÃ³n de Valor,Spanish,0.45978236198425293,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7
1095,Climate Change,climate change impact,0.8523240089416504,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95
1096,Terrorism Studies,identify terrorism threats,0.769931435585022,http://data.europa.eu/esco/skill/84295dbe-16b0-47e8-af9e-67ee1801673d
1097,Crisis,crisis intervention,0.7758769989013672,http://data.europa.eu/esco/skill/8e261d1c-12c0-498e-bfc2-ec0c16496c68
1098,Autodesk Civil 3D,3D modelling,0.554387092590332,http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73
1099,Identificar temas para la planificaciÃ³n de clases,entomology,0.4391058087348938,http://data.europa.eu/esco/skill/a3b453f1-1151-444c-b0fb-2c49539ce2bf
1100,Architectural Pattern,architectural design,0.7603920698165894,http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093
1101,The importance of entrepreneurial culture in the organization,entrepreneurship,0.6337795853614807,http://data.europa.eu/esco/skill/658605f2-1c95-49f0-bd98-0af7b15ad0b0
1102,administraciÃ³n de justicia,complete administration,0.43359896540641785,http://data.europa.eu/esco/skill/e06f3ac6-1d3e-49c6-945d-1a61ca746986
1103,HTML and CSS,CSS,0.8016569018363953,http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777
1104,Acquisire raccogliere organizzare elaborare e modellare i dati,morphology,0.3343648910522461,http://data.europa.eu/esco/skill/f6cb0d31-b245-4de6-b8dc-b5e11af3f017
1105,Text Mining,data mining,0.7618613243103027,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180
1106,Marca digital,digital marketing techniques,0.42219752073287964,http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf
1107,Teaching,teach mathematics,0.694142758846283,http://data.europa.eu/esco/skill/71a6ac5f-f220-4bdc-95b7-b1b2e640fec5
1108,Emergency Management,educate on emergency management,0.8597533702850342,http://data.europa.eu/esco/skill/6a66039e-0580-473b-a605-eedfdab85a2d
1109,Briefing de pesquisa quantitativa,observe confidentiality,0.39239344000816345,http://data.europa.eu/esco/skill/8d202e22-85e9-47b1-a1e0-3296d17244cd
1110,Keyword Selection,keywords in digital content,0.6286042332649231,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c
1111,Sales Process Engineering,sales department processes,0.8156578540802002,http://data.europa.eu/esco/skill/c1388df1-47bd-4fd5-8b71-dce7886ef21b
1112,Upload,WordPress,0.44349682331085205,http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0
1113,Energy storage,energy storage systems,0.8914216756820679,http://data.europa.eu/esco/skill/6c6daac0-80f5-431f-a33f-c5b722094657
1114,estados financieros,liaise with financiers,0.5082292556762695,http://data.europa.eu/esco/skill/401d8d12-b56d-4c71-ac58-f791e8c085b4
1115,Revenue Management,manage revenue,0.9275476932525635,http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1
1116,Intervenientes,intermodalism,0.5908410549163818,http://data.europa.eu/esco/skill/15952b07-e74b-4618-baf2-51f40a5edbc4
1117,Markov Model,probability theory,0.5124903917312622,http://data.europa.eu/esco/skill/b758675a-b03b-4e4b-897c-57ca14b1a3d0
1118,Bioinformatics Algorithms,algorithms,0.6101014018058777,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38
1119,International supply chains,supply chain principles,0.7030530571937561,http://data.europa.eu/esco/skill/cf579543-272b-43c8-b942-555836ae4241
1120,Continuous Delivery,maintain plan for continuity of operations,0.5450578331947327,http://data.europa.eu/esco/skill/909a28ce-d4b6-4567-9b74-d111f1ed9633
1121,Job portfolio,manage portfolio,0.720524251461029,http://data.europa.eu/esco/skill/b90316c1-67e9-4338-b4dd-c950831ce33e
1122,Servicio de directorio,understand written Italian,0.3708835244178772,http://data.europa.eu/esco/skill/bb691baa-c7c2-41c3-af69-4dc901d22d2f
1123,Resource Management,manage resources,0.8844213485717773,http://data.europa.eu/esco/skill/911e13ee-1eec-4243-88c8-3c08a3681a19
1124,Manual Testing,test procedures,0.6971698999404907,http://data.europa.eu/esco/skill/d512d178-37a6-4eab-a660-412d2bb0824a
1125,Music Performance,select music for performance,0.7925119400024414,http://data.europa.eu/esco/skill/032a4ab8-1034-4541-8037-b2cdcc7fd19a
1126,Confidentiality,information confidentiality,0.9094454050064087,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db
1127,case study,develop business case,0.6488223075866699,http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b
1128,Desarrollo sostenible,operate debarking machine,0.323269784450531,http://data.europa.eu/esco/skill/630d2f07-32c3-46bb-b92c-ca7a70a54ca7
1129,Safety Stock,ensure stock storage safety,0.6460874676704407,http://data.europa.eu/esco/skill/c7e8948c-e7e4-406a-957d-55daaa4cdb44
1130,Ù\x86Ù\x85Ø§Ø°Ø¬ Ø¥Ø¯Ø§Ø±Ø© Ø§Ù\x84Ø¹Ù\x85Ù\x84Ù\x8aØ§Øª,understand written Danish,0.42786145210266113,http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22
1131,Modify and run Python scripts,edit scripts,0.6597365140914917,http://data.europa.eu/esco/skill/fc67df93-0a32-4a87-95d9-cb210531929e
1132,Six Sigma,six sigma methods ,0.7404745817184448,http://data.europa.eu/esco/skill/4c2c72df-3f3f-48e7-9993-a602354a75e4
1133,inclusive leadership,leadership principles,0.602776825428009,http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
1134,Personal Development,personal development,1.0,http://data.europa.eu/esco/skill/519e801b-3cc4-44d4-bcf1-32fdb9a77e51
1135,lamp (software bundle),PHP,0.4881400167942047,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f
1136,Bias in GANs,take artistic vision into account,0.3537653684616089,http://data.europa.eu/esco/skill/b669e7a7-9987-49a2-a918-ba16a19bd55e
1137,Financial Forecast,financial forecasting,0.9739965796470642,http://data.europa.eu/esco/skill/4b2db903-cd8e-48ce-97fb-a92db4def54e
1138,Korean Language,Korean,0.8988387584686279,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79
1139,DesglobalizaÃ§Ã£o,depreciation,0.3858553171157837,http://data.europa.eu/esco/skill/64be6a06-52e8-4f5c-b64d-caa516cfa291
1140,Economy,economics,0.8066967725753784,http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa
1141,Backcasting,broadcast equipment,0.4484739899635315,http://data.europa.eu/esco/skill/21dd999b-c5cc-4cec-8a9f-33f07079c12e
1142,Create custom patches in Strobe 2,apply rubber patches,0.4559158682823181,http://data.europa.eu/esco/skill/e70161a7-47ce-41ff-9b41-5578358cb92d
1143,Ø§Ù\x84Ù\x85Ø\xadØ§Ø³Ø¨Ø©,Danish,0.5057827234268188,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
1144,Desenvolvimento da DeclaraÃ§Ã£o de VisÃ£o,apply immigration law,0.383266419172287,http://data.europa.eu/esco/skill/874ad0e1-cb4a-46e4-8bb7-38c4025fc0a9
1145,Customer Experience,design customer experiences,0.8151020407676697,http://data.europa.eu/esco/skill/7bb5d9af-0a7e-48a7-a860-0e1ded0f6e75
1146,Routing,call routing,0.7434934377670288,http://data.europa.eu/esco/skill/7f1a7abb-9208-48b7-8b84-2c1f283a50a0
1147,HTML/CSS,CSS,0.8615660667419434,http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777
1148,Design Pattern,use software design patterns,0.7441985607147217,http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17
1149,Wastewater Engineering,environmental engineering,0.6121858954429626,http://data.europa.eu/esco/skill/b1b118c4-3291-484e-b64d-6d51fd5da8b3
1150,ArrayLists,compile wine lists,0.43457889556884766,http://data.europa.eu/esco/skill/c0d0e0a2-faf3-4179-b566-30ac703f4fb9
1151,Ø¥Ø¯Ø§Ø±Ø© Ø§Ù\x84Ù\x85Ø´Ø±Ù\x88Ø¹Ø§Øª,Danish,0.43177902698516846,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1
1152,omnichannel processes,chemical processes,0.4002315402030945,http://data.europa.eu/esco/skill/74aa00bc-db99-4984-8817-7df2ca954ea1
1153,Google Cloud Platform,develop with cloud services,0.6443936228752136,http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9
1154,Building a balanced meal,prepared meals,0.676958441734314,http://data.europa.eu/esco/skill/c1bbc099-92c5-493c-9f65-8d7acfce5851
1155,Project Feasibility,verify feasibility,0.7162720561027527,http://data.europa.eu/esco/skill/5cede168-97f8-47a4-89fd-8f7188c55c5d
